building,floor,floor_number,site,site_height,site_area,floor_height,floor_area,building_area
2,0,0,107_2,NULL,NULL,NULL,NULL,NULL
2,0,0,103_1,NULL,NULL,NULL,NULL,NULL
2,0,0,121_1,NULL,NULL,NULL,NULL,NULL
1,3,3,201_1,NULL,NULL,NULL,NULL,NULL
0,0,0,102_2,NULL,NULL,NULL,NULL,NULL
0,0,0,110_2,NULL,NULL,NULL,NULL,NULL
0,0,0,111_2,NULL,NULL,NULL,NULL,NULL
0,0,0,107_2,NULL,NULL,NULL,NULL,NULL
0,0,0,106_2,NULL,NULL,NULL,NULL,NULL
0,0,0,115_2,NULL,NULL,NULL,NULL,NULL
0,0,0,114_2,NULL,NULL,NULL,NULL,NULL
0,0,0,113_2,NULL,NULL,NULL,NULL,NULL
0,0,0,112_2,NULL,NULL,NULL,NULL,NULL
0,0,0,116_2,NULL,NULL,NULL,NULL,NULL
0,0,0,120_2,NULL,NULL,NULL,NULL,NULL
0,0,0,119_2,NULL,NULL,NULL,NULL,NULL
0,0,0,117_2,NULL,NULL,NULL,NULL,NULL
0,0,0,118_2,NULL,NULL,NULL,NULL,NULL
0,0,0,121_2,NULL,NULL,NULL,NULL,NULL
0,0,0,123_2,NULL,NULL,NULL,NULL,NULL
0,0,0,125_2,NULL,NULL,NULL,NULL,NULL
0,0,0,126_2,NULL,NULL,NULL,NULL,NULL
0,0,0,129_2,NULL,NULL,NULL,NULL,NULL
0,0,0,127_2,NULL,NULL,NULL,NULL,NULL
0,0,0,128_2,NULL,NULL,NULL,NULL,NULL
0,0,0,133_2,NULL,NULL,NULL,NULL,NULL
0,0,0,131_2,NULL,NULL,NULL,NULL,NULL
0,0,0,130_2,NULL,NULL,NULL,NULL,NULL
0,0,0,134_2,NULL,NULL,NULL,NULL,NULL
0,0,0,132_2,NULL,NULL,NULL,NULL,NULL
0,0,0,236_2,NULL,NULL,NULL,NULL,NULL
0,0,0,201_2,NULL,NULL,NULL,NULL,NULL
0,0,0,208_2,NULL,NULL,NULL,NULL,NULL
0,0,0,202_2,NULL,NULL,NULL,NULL,NULL
0,0,0,212_2,NULL,NULL,NULL,NULL,NULL
0,0,0,214_2,NULL,NULL,NULL,NULL,NULL
0,0,0,209_2,NULL,NULL,NULL,NULL,NULL
0,0,0,211_2,NULL,NULL,NULL,NULL,NULL
0,0,0,213_2,NULL,NULL,NULL,NULL,NULL
0,0,0,237_2,NULL,NULL,NULL,NULL,NULL
0,0,0,216_2,NULL,NULL,NULL,NULL,NULL
0,0,0,215_2,NULL,NULL,NULL,NULL,NULL
0,0,0,218_2,NULL,NULL,NULL,NULL,NULL
0,0,0,234_2,NULL,NULL,NULL,NULL,NULL
0,0,0,220_2,NULL,NULL,NULL,NULL,NULL
0,0,0,219_2,NULL,NULL,NULL,NULL,NULL
0,0,0,235_2,NULL,NULL,NULL,NULL,NULL
0,0,0,233_2,NULL,NULL,NULL,NULL,NULL
0,0,0,231_2,NULL,NULL,NULL,NULL,NULL
0,0,0,232_2,NULL,NULL,NULL,NULL,NULL
0,0,0,230_2,NULL,NULL,NULL,NULL,NULL
0,0,0,222_2,NULL,NULL,NULL,NULL,NULL
0,2,2,214_1,NULL,NULL,NULL,NULL,NULL
0,0,0,225_2,NULL,NULL,NULL,NULL,NULL
0,0,0,229_2,NULL,NULL,NULL,NULL,NULL
0,0,0,227_2,NULL,NULL,NULL,NULL,NULL
0,0,0,224_2,NULL,NULL,NULL,NULL,NULL
0,1,1,211_2,NULL,NULL,NULL,NULL,NULL
0,1,1,210_2,NULL,NULL,NULL,NULL,NULL
0,1,1,209_2,NULL,NULL,NULL,NULL,NULL
0,1,1,208_2,NULL,NULL,NULL,NULL,NULL
0,1,1,205_2,NULL,NULL,NULL,NULL,NULL
0,1,1,205_1,NULL,NULL,NULL,NULL,NULL
0,1,1,206_2,NULL,NULL,NULL,NULL,NULL
0,1,1,204_2,NULL,NULL,NULL,NULL,NULL
0,1,1,207_2,NULL,NULL,NULL,NULL,NULL
0,1,1,203_2,NULL,NULL,NULL,NULL,NULL
0,1,1,202_2,NULL,NULL,NULL,NULL,NULL
0,1,1,201_2,NULL,NULL,NULL,NULL,NULL
0,1,1,235_2,NULL,NULL,NULL,NULL,NULL
0,1,1,213_2,NULL,NULL,NULL,NULL,NULL
0,1,1,215_2,NULL,NULL,NULL,NULL,NULL
0,1,1,214_2,NULL,NULL,NULL,NULL,NULL
0,1,1,234_2,NULL,NULL,NULL,NULL,NULL
0,1,1,217_2,NULL,NULL,NULL,NULL,NULL
0,1,1,216_2,NULL,NULL,NULL,NULL,NULL
0,1,1,218_2,NULL,NULL,NULL,NULL,NULL
0,1,1,219_2,NULL,NULL,NULL,NULL,NULL
0,1,1,225_2,NULL,NULL,NULL,NULL,NULL
0,1,1,220_2,NULL,NULL,NULL,NULL,NULL
0,1,1,224_2,NULL,NULL,NULL,NULL,NULL
0,1,1,221_2,NULL,NULL,NULL,NULL,NULL
0,1,1,226_2,NULL,NULL,NULL,NULL,NULL
0,1,1,230_2,NULL,NULL,NULL,NULL,NULL
0,1,1,233_2,NULL,NULL,NULL,NULL,NULL
0,1,1,222_2,NULL,NULL,NULL,NULL,NULL
0,1,1,223_2,NULL,NULL,NULL,NULL,NULL
0,1,1,228_2,NULL,NULL,NULL,NULL,NULL
0,1,1,130_2,NULL,NULL,NULL,NULL,NULL
0,1,1,138_2,NULL,NULL,NULL,NULL,NULL
0,1,1,128_2,NULL,NULL,NULL,NULL,NULL
0,1,1,229_2,NULL,NULL,NULL,NULL,NULL
0,1,1,116_2,NULL,NULL,NULL,NULL,NULL
0,1,1,117_2,NULL,NULL,NULL,NULL,NULL
0,1,1,115_2,NULL,NULL,NULL,NULL,NULL
0,1,1,118_2,NULL,NULL,NULL,NULL,NULL
0,1,1,121_2,NULL,NULL,NULL,NULL,NULL
0,1,1,120_2,NULL,NULL,NULL,NULL,NULL
0,1,1,126_2,NULL,NULL,NULL,NULL,NULL
0,1,1,119_2,NULL,NULL,NULL,NULL,NULL
0,1,1,125_2,NULL,NULL,NULL,NULL,NULL
0,1,1,122_2,NULL,NULL,NULL,NULL,NULL
0,1,1,101_2,NULL,NULL,NULL,NULL,NULL
0,1,1,123_2,NULL,NULL,NULL,NULL,NULL
0,1,1,124_2,NULL,NULL,NULL,NULL,NULL
0,1,1,103_2,NULL,NULL,NULL,NULL,NULL
0,1,1,114_2,NULL,NULL,NULL,NULL,NULL
0,1,1,102_2,NULL,NULL,NULL,NULL,NULL
0,1,1,113_2,NULL,NULL,NULL,NULL,NULL
0,1,1,105_2,NULL,NULL,NULL,NULL,NULL
0,1,1,112_2,NULL,NULL,NULL,NULL,NULL
0,1,1,106_2,NULL,NULL,NULL,NULL,NULL
0,1,1,111_2,NULL,NULL,NULL,NULL,NULL
0,1,1,107_2,NULL,NULL,NULL,NULL,NULL
0,1,1,110_2,NULL,NULL,NULL,NULL,NULL
0,1,1,109_2,NULL,NULL,NULL,NULL,NULL
0,2,2,132_2,NULL,NULL,NULL,NULL,NULL
0,1,1,108_2,NULL,NULL,NULL,NULL,NULL
0,2,2,133_2,NULL,NULL,NULL,NULL,NULL
0,2,2,138_2,NULL,NULL,NULL,NULL,NULL
0,2,2,117_2,NULL,NULL,NULL,NULL,NULL
0,2,2,140_2,NULL,NULL,NULL,NULL,NULL
0,2,2,134_2,NULL,NULL,NULL,NULL,NULL
0,2,2,120_2,NULL,NULL,NULL,NULL,NULL
0,2,2,122_2,NULL,NULL,NULL,NULL,NULL
0,2,2,119_2,NULL,NULL,NULL,NULL,NULL
0,2,2,118_2,NULL,NULL,NULL,NULL,NULL
0,2,2,121_2,NULL,NULL,NULL,NULL,NULL
0,2,2,126_2,NULL,NULL,NULL,NULL,NULL
0,2,2,125_2,NULL,NULL,NULL,NULL,NULL
0,2,2,124_2,NULL,NULL,NULL,NULL,NULL
0,2,2,123_2,NULL,NULL,NULL,NULL,NULL
0,2,2,127_2,NULL,NULL,NULL,NULL,NULL
0,2,2,128_1,NULL,NULL,NULL,NULL,NULL
0,2,2,129_2,NULL,NULL,NULL,NULL,NULL
0,2,2,128_2,NULL,NULL,NULL,NULL,NULL
0,2,2,102_2,NULL,NULL,NULL,NULL,NULL
0,2,2,139_2,NULL,NULL,NULL,NULL,NULL
0,2,2,130_2,NULL,NULL,NULL,NULL,NULL
0,2,2,101_2,NULL,NULL,NULL,NULL,NULL
0,2,2,106_2,NULL,NULL,NULL,NULL,NULL
0,2,2,105_2,NULL,NULL,NULL,NULL,NULL
0,2,2,107_2,NULL,NULL,NULL,NULL,NULL
0,2,2,104_2,NULL,NULL,NULL,NULL,NULL
0,2,2,103_2,NULL,NULL,NULL,NULL,NULL
0,2,2,109_2,NULL,NULL,NULL,NULL,NULL
0,2,2,111_2,NULL,NULL,NULL,NULL,NULL
0,2,2,108_2,NULL,NULL,NULL,NULL,NULL
0,2,2,110_2,NULL,NULL,NULL,NULL,NULL
0,2,2,113_2,NULL,NULL,NULL,NULL,NULL
0,2,2,112_2,NULL,NULL,NULL,NULL,NULL
0,2,2,231_2,NULL,NULL,NULL,NULL,NULL
0,2,2,115_2,NULL,NULL,NULL,NULL,NULL
0,2,2,114_2,NULL,NULL,NULL,NULL,NULL
0,2,2,234_2,NULL,NULL,NULL,NULL,NULL
0,2,2,241_2,NULL,NULL,NULL,NULL,NULL
0,2,2,230_2,NULL,NULL,NULL,NULL,NULL
0,2,2,201_2,NULL,NULL,NULL,NULL,NULL
0,2,2,202_2,NULL,NULL,NULL,NULL,NULL
0,2,2,204_2,NULL,NULL,NULL,NULL,NULL
0,2,2,203_2,NULL,NULL,NULL,NULL,NULL
0,2,2,206_2,NULL,NULL,NULL,NULL,NULL
0,2,2,208_2,NULL,NULL,NULL,NULL,NULL
0,2,2,205_2,NULL,NULL,NULL,NULL,NULL
0,2,2,209_2,NULL,NULL,NULL,NULL,NULL
0,2,2,207_2,NULL,NULL,NULL,NULL,NULL
0,2,2,212_2,NULL,NULL,NULL,NULL,NULL
0,2,2,210_2,NULL,NULL,NULL,NULL,NULL
0,2,2,211_2,NULL,NULL,NULL,NULL,NULL
0,2,2,213_2,NULL,NULL,NULL,NULL,NULL
0,2,2,214_2,NULL,NULL,NULL,NULL,NULL
0,2,2,216_2,NULL,NULL,NULL,NULL,NULL
0,2,2,235_2,NULL,NULL,NULL,NULL,NULL
0,2,2,217_2,NULL,NULL,NULL,NULL,NULL
0,2,2,218_2,NULL,NULL,NULL,NULL,NULL
0,2,2,219_2,NULL,NULL,NULL,NULL,NULL
0,2,2,222_2,NULL,NULL,NULL,NULL,NULL
0,2,2,220_2,NULL,NULL,NULL,NULL,NULL
0,2,2,221_2,NULL,NULL,NULL,NULL,NULL
0,2,2,226_2,NULL,NULL,NULL,NULL,NULL
0,2,2,225_2,NULL,NULL,NULL,NULL,NULL
0,2,2,224_2,NULL,NULL,NULL,NULL,NULL
0,2,2,223_2,NULL,NULL,NULL,NULL,NULL
0,2,2,227_2,NULL,NULL,NULL,NULL,NULL
0,3,3,129_2,NULL,NULL,NULL,NULL,NULL
0,2,2,228_2,NULL,NULL,NULL,NULL,NULL
0,2,2,229_2,NULL,NULL,NULL,NULL,NULL
0,3,3,137_2,NULL,NULL,NULL,NULL,NULL
0,3,3,135_2,NULL,NULL,NULL,NULL,NULL
0,3,3,131_2,NULL,NULL,NULL,NULL,NULL
0,3,3,136_2,NULL,NULL,NULL,NULL,NULL
0,3,3,130_2,NULL,NULL,NULL,NULL,NULL
0,3,3,102_2,NULL,NULL,NULL,NULL,NULL
0,3,3,103_2,NULL,NULL,NULL,NULL,NULL
0,3,3,101_2,NULL,NULL,NULL,NULL,NULL
0,3,3,104_2,NULL,NULL,NULL,NULL,NULL
0,3,3,107_2,NULL,NULL,NULL,NULL,NULL
0,3,3,109_2,NULL,NULL,NULL,NULL,NULL
0,3,3,108_2,NULL,NULL,NULL,NULL,NULL
0,3,3,105_2,NULL,NULL,NULL,NULL,NULL
0,3,3,106_2,NULL,NULL,NULL,NULL,NULL
0,3,3,112_2,NULL,NULL,NULL,NULL,NULL
0,3,3,111_2,NULL,NULL,NULL,NULL,NULL
0,3,3,113_2,NULL,NULL,NULL,NULL,NULL
0,3,3,110_2,NULL,NULL,NULL,NULL,NULL
0,3,3,114_2,NULL,NULL,NULL,NULL,NULL
0,3,3,115_2,NULL,NULL,NULL,NULL,NULL
0,3,3,118_2,NULL,NULL,NULL,NULL,NULL
0,3,3,117_2,NULL,NULL,NULL,NULL,NULL
0,3,3,116_2,NULL,NULL,NULL,NULL,NULL
0,3,3,120_2,NULL,NULL,NULL,NULL,NULL
0,3,3,122_2,NULL,NULL,NULL,NULL,NULL
0,3,3,121_2,NULL,NULL,NULL,NULL,NULL
0,3,3,119_2,NULL,NULL,NULL,NULL,NULL
0,3,3,126_2,NULL,NULL,NULL,NULL,NULL
0,3,3,124_2,NULL,NULL,NULL,NULL,NULL
0,3,3,127_2,NULL,NULL,NULL,NULL,NULL
0,3,3,125_2,NULL,NULL,NULL,NULL,NULL
0,3,3,123_2,NULL,NULL,NULL,NULL,NULL
0,3,3,230_2,NULL,NULL,NULL,NULL,NULL
0,3,3,229_2,NULL,NULL,NULL,NULL,NULL
0,3,3,231_2,NULL,NULL,NULL,NULL,NULL
0,3,3,128_2,NULL,NULL,NULL,NULL,NULL
0,3,3,234_2,NULL,NULL,NULL,NULL,NULL
0,3,3,235_2,NULL,NULL,NULL,NULL,NULL
0,3,3,201_2,NULL,NULL,NULL,NULL,NULL
0,3,3,202_2,NULL,NULL,NULL,NULL,NULL
0,3,3,207_2,NULL,NULL,NULL,NULL,NULL
0,3,3,205_2,NULL,NULL,NULL,NULL,NULL
0,3,3,204_2,NULL,NULL,NULL,NULL,NULL
0,3,3,203_2,NULL,NULL,NULL,NULL,NULL
0,3,3,206_2,NULL,NULL,NULL,NULL,NULL
0,3,3,210_2,NULL,NULL,NULL,NULL,NULL
0,3,3,209_2,NULL,NULL,NULL,NULL,NULL
0,3,3,208_2,NULL,NULL,NULL,NULL,NULL
0,3,3,211_2,NULL,NULL,NULL,NULL,NULL
0,3,3,213_2,NULL,NULL,NULL,NULL,NULL
0,3,3,212_2,NULL,NULL,NULL,NULL,NULL
0,3,3,214_2,NULL,NULL,NULL,NULL,NULL
0,3,3,215_2,NULL,NULL,NULL,NULL,NULL
0,3,3,236_2,NULL,NULL,NULL,NULL,NULL
0,3,3,217_2,NULL,NULL,NULL,NULL,NULL
0,3,3,216_2,NULL,NULL,NULL,NULL,NULL
0,3,3,219_2,NULL,NULL,NULL,NULL,NULL
0,3,3,218_2,NULL,NULL,NULL,NULL,NULL
0,3,3,222_2,NULL,NULL,NULL,NULL,NULL
0,3,3,224_2,NULL,NULL,NULL,NULL,NULL
0,3,3,223_2,NULL,NULL,NULL,NULL,NULL
0,3,3,220_2,NULL,NULL,NULL,NULL,NULL
0,3,3,221_2,NULL,NULL,NULL,NULL,NULL
0,3,3,226_2,NULL,NULL,NULL,NULL,NULL
0,3,3,225_2,NULL,NULL,NULL,NULL,NULL
0,3,3,228_2,NULL,NULL,NULL,NULL,NULL
0,3,3,227_2,NULL,NULL,NULL,NULL,NULL
1,0,0,115_2,NULL,NULL,NULL,NULL,NULL
1,0,0,121_2,NULL,NULL,NULL,NULL,NULL
1,0,0,116_2,NULL,NULL,NULL,NULL,NULL
1,0,0,119_2,NULL,NULL,NULL,NULL,NULL
1,0,0,107_2,NULL,NULL,NULL,NULL,NULL
1,0,0,118_2,NULL,NULL,NULL,NULL,NULL
1,0,0,122_2,NULL,NULL,NULL,NULL,NULL
1,0,0,117_2,NULL,NULL,NULL,NULL,NULL
1,0,0,114_2,NULL,NULL,NULL,NULL,NULL
1,0,0,113_2,NULL,NULL,NULL,NULL,NULL
1,0,0,112_2,NULL,NULL,NULL,NULL,NULL
1,0,0,111_2,NULL,NULL,NULL,NULL,NULL
1,0,0,110_2,NULL,NULL,NULL,NULL,NULL
2,3,3,101_1,NULL,NULL,NULL,NULL,NULL
2,3,3,102_1,NULL,NULL,NULL,NULL,NULL
2,3,3,106_1,NULL,NULL,NULL,NULL,NULL
2,3,3,123_2,NULL,NULL,NULL,NULL,NULL
2,3,3,125_1,NULL,NULL,NULL,NULL,NULL
2,3,3,126_1,NULL,NULL,NULL,NULL,NULL
2,3,3,130_2,NULL,NULL,NULL,NULL,NULL
2,3,3,136_1,NULL,NULL,NULL,NULL,NULL
1,1,1,101_1,NULL,NULL,NULL,NULL,NULL
1,1,1,101_2,NULL,NULL,NULL,NULL,NULL
1,1,1,102_1,NULL,NULL,NULL,NULL,NULL
1,1,1,102_2,NULL,NULL,NULL,NULL,NULL
1,1,1,103_2,NULL,NULL,NULL,NULL,NULL
1,1,1,103_1,NULL,NULL,NULL,NULL,NULL
1,1,1,104_2,NULL,NULL,NULL,NULL,NULL
1,1,1,104_1,NULL,NULL,NULL,NULL,NULL
1,1,1,105_2,NULL,NULL,NULL,NULL,NULL
1,1,1,105_1,NULL,NULL,NULL,NULL,NULL
1,1,1,106_2,NULL,NULL,NULL,NULL,NULL
1,1,1,106_1,NULL,NULL,NULL,NULL,NULL
1,1,1,107_2,NULL,NULL,NULL,NULL,NULL
1,1,1,108_1,NULL,NULL,NULL,NULL,NULL
1,1,1,108_2,NULL,NULL,NULL,NULL,NULL
1,1,1,109_2,NULL,NULL,NULL,NULL,NULL
1,1,1,109_1,NULL,NULL,NULL,NULL,NULL
1,1,1,111_1,NULL,NULL,NULL,NULL,NULL
1,1,1,110_2,NULL,NULL,NULL,NULL,NULL
1,1,1,111_2,NULL,NULL,NULL,NULL,NULL
1,1,1,110_1,NULL,NULL,NULL,NULL,NULL
1,1,1,107_1,NULL,NULL,NULL,NULL,NULL
2,2,2,143_2,NULL,NULL,NULL,NULL,NULL
1,1,1,117_2,NULL,NULL,NULL,NULL,NULL
2,2,2,144_2,NULL,NULL,NULL,NULL,NULL
2,2,2,102_2,NULL,NULL,NULL,NULL,NULL
2,2,2,101_2,NULL,NULL,NULL,NULL,NULL
2,2,2,101_1,NULL,NULL,NULL,NULL,NULL
2,2,2,102_1,NULL,NULL,NULL,NULL,NULL
2,2,2,103_2,NULL,NULL,NULL,NULL,NULL
2,2,2,104_2,NULL,NULL,NULL,NULL,NULL
2,2,2,105_2,NULL,NULL,NULL,NULL,NULL
2,2,2,104_1,NULL,NULL,NULL,NULL,NULL
2,2,2,106_2,NULL,NULL,NULL,NULL,NULL
2,2,2,105_1,NULL,NULL,NULL,NULL,NULL
2,2,2,109_2,NULL,NULL,NULL,NULL,NULL
2,2,2,107_2,NULL,NULL,NULL,NULL,NULL
2,2,2,108_2,NULL,NULL,NULL,NULL,NULL
2,2,2,110_2,NULL,NULL,NULL,NULL,NULL
2,2,2,111_2,NULL,NULL,NULL,NULL,NULL
2,2,2,112_2,NULL,NULL,NULL,NULL,NULL
2,2,2,113_2,NULL,NULL,NULL,NULL,NULL
2,2,2,115_2,NULL,NULL,NULL,NULL,NULL
2,2,2,114_2,NULL,NULL,NULL,NULL,NULL
2,2,2,116_2,NULL,NULL,NULL,NULL,NULL
2,2,2,135_2,NULL,NULL,NULL,NULL,NULL
2,2,2,117_2,NULL,NULL,NULL,NULL,NULL
2,2,2,136_1,NULL,NULL,NULL,NULL,NULL
2,2,2,136_2,NULL,NULL,NULL,NULL,NULL
2,2,2,137_2,NULL,NULL,NULL,NULL,NULL
2,2,2,137_1,NULL,NULL,NULL,NULL,NULL
2,2,2,138_2,NULL,NULL,NULL,NULL,NULL
2,2,2,139_1,NULL,NULL,NULL,NULL,NULL
2,2,2,138_1,NULL,NULL,NULL,NULL,NULL
2,2,2,140_2,NULL,NULL,NULL,NULL,NULL
2,2,2,134_2,NULL,NULL,NULL,NULL,NULL
2,2,2,139_2,NULL,NULL,NULL,NULL,NULL
2,2,2,132_1,NULL,NULL,NULL,NULL,NULL
2,2,2,133_2,NULL,NULL,NULL,NULL,NULL
2,2,2,132_2,NULL,NULL,NULL,NULL,NULL
2,2,2,131_2,NULL,NULL,NULL,NULL,NULL
2,2,2,130_2,NULL,NULL,NULL,NULL,NULL
2,2,2,129_1,NULL,NULL,NULL,NULL,NULL
2,2,2,128_2,NULL,NULL,NULL,NULL,NULL
2,2,2,129_2,NULL,NULL,NULL,NULL,NULL
2,2,2,127_2,NULL,NULL,NULL,NULL,NULL
2,2,2,124_2,NULL,NULL,NULL,NULL,NULL
2,2,2,125_2,NULL,NULL,NULL,NULL,NULL
2,2,2,123_2,NULL,NULL,NULL,NULL,NULL
2,2,2,126_2,NULL,NULL,NULL,NULL,NULL
2,2,2,122_2,NULL,NULL,NULL,NULL,NULL
2,2,2,122_1,NULL,NULL,NULL,NULL,NULL
2,2,2,121_2,NULL,NULL,NULL,NULL,NULL
2,2,2,119_2,NULL,NULL,NULL,NULL,NULL
2,2,2,120_2,NULL,NULL,NULL,NULL,NULL
2,2,2,118_1,NULL,NULL,NULL,NULL,NULL
2,2,2,118_2,NULL,NULL,NULL,NULL,NULL
0,1,1,104_2,NULL,NULL,NULL,NULL,NULL
1,0,0,108_2,NULL,NULL,NULL,NULL,NULL
2,1,1,214_1,NULL,NULL,NULL,NULL,NULL
2,1,1,201_2,NULL,NULL,NULL,NULL,NULL
2,1,1,215_2,NULL,NULL,NULL,NULL,NULL
2,1,1,202_2,NULL,NULL,NULL,NULL,NULL
2,1,1,212_2,NULL,NULL,NULL,NULL,NULL
2,1,1,204_1,NULL,NULL,NULL,NULL,NULL
2,1,1,224_2,NULL,NULL,NULL,NULL,NULL
2,1,1,203_1,NULL,NULL,NULL,NULL,NULL
2,1,1,225_1,NULL,NULL,NULL,NULL,NULL
2,1,1,224_1,NULL,NULL,NULL,NULL,NULL
2,1,1,205_2,NULL,NULL,NULL,NULL,NULL
2,1,1,223_2,NULL,NULL,NULL,NULL,NULL
2,1,1,220_1,NULL,NULL,NULL,NULL,NULL
2,1,1,221_2,NULL,NULL,NULL,NULL,NULL
2,1,1,216_1,NULL,NULL,NULL,NULL,NULL
2,1,1,219_1,NULL,NULL,NULL,NULL,NULL
2,1,1,217_1,NULL,NULL,NULL,NULL,NULL
2,1,1,207_2,NULL,NULL,NULL,NULL,NULL
2,1,1,206_1,NULL,NULL,NULL,NULL,NULL
2,1,1,218_1,NULL,NULL,NULL,NULL,NULL
2,1,1,203_2,NULL,NULL,NULL,NULL,NULL
2,1,1,214_2,NULL,NULL,NULL,NULL,NULL
2,1,1,204_2,NULL,NULL,NULL,NULL,NULL
2,1,1,206_2,NULL,NULL,NULL,NULL,NULL
2,1,1,216_2,NULL,NULL,NULL,NULL,NULL
2,1,1,218_2,NULL,NULL,NULL,NULL,NULL
2,1,1,209_2,NULL,NULL,NULL,NULL,NULL
1,0,0,6_2,NULL,NULL,NULL,NULL,NULL
1,0,0,3_2,NULL,NULL,NULL,NULL,NULL
1,0,0,1_2,NULL,NULL,NULL,NULL,NULL
1,0,0,1_1,NULL,NULL,NULL,NULL,NULL
1,1,1,30_2,NULL,NULL,NULL,NULL,NULL
1,1,1,2_2,NULL,NULL,NULL,NULL,NULL
1,1,1,8_2,NULL,NULL,NULL,NULL,NULL
1,1,1,7_2,NULL,NULL,NULL,NULL,NULL
1,1,1,5_2,NULL,NULL,NULL,NULL,NULL
1,1,1,4_2,NULL,NULL,NULL,NULL,NULL
1,1,1,6_2,NULL,NULL,NULL,NULL,NULL
1,1,1,3_2,NULL,NULL,NULL,NULL,NULL
1,1,1,25_2,NULL,NULL,NULL,NULL,NULL
1,1,1,13_2,NULL,NULL,NULL,NULL,NULL
1,1,1,12_2,NULL,NULL,NULL,NULL,NULL
1,1,1,27_2,NULL,NULL,NULL,NULL,NULL
1,1,1,16_2,NULL,NULL,NULL,NULL,NULL
1,1,1,26_2,NULL,NULL,NULL,NULL,NULL
2,2,2,143_1,NULL,NULL,NULL,NULL,NULL
1,0,0,15_2,NULL,NULL,NULL,NULL,NULL
1,0,0,9_1,NULL,NULL,NULL,NULL,NULL
1,0,0,16_2,NULL,NULL,NULL,NULL,NULL
1,0,0,217_2,NULL,NULL,NULL,NULL,NULL
1,0,0,217_1,NULL,NULL,NULL,NULL,NULL
1,0,0,218_1,NULL,NULL,NULL,NULL,NULL
1,0,0,218_2,NULL,NULL,NULL,NULL,NULL
1,0,0,219_2,NULL,NULL,NULL,NULL,NULL
1,0,0,220_2,NULL,NULL,NULL,NULL,NULL
1,0,0,219_1,NULL,NULL,NULL,NULL,NULL
1,0,0,220_1,NULL,NULL,NULL,NULL,NULL
1,0,0,225_2,NULL,NULL,NULL,NULL,NULL
1,0,0,224_1,NULL,NULL,NULL,NULL,NULL
1,0,0,224_2,NULL,NULL,NULL,NULL,NULL
1,0,0,226_2,NULL,NULL,NULL,NULL,NULL
1,0,0,225_1,NULL,NULL,NULL,NULL,NULL
1,0,0,226_1,NULL,NULL,NULL,NULL,NULL
1,1,1,17_2,NULL,NULL,NULL,NULL,NULL
1,1,1,16_1,NULL,NULL,NULL,NULL,NULL
0,0,0,226_2,NULL,NULL,NULL,NULL,NULL
0,1,1,137_2,NULL,NULL,NULL,NULL,NULL
0,1,1,127_2,NULL,NULL,NULL,NULL,NULL
0,1,1,212_2,NULL,NULL,NULL,NULL,NULL
0,1,1,227_2,NULL,NULL,NULL,NULL,NULL
0,1,1,136_2,NULL,NULL,NULL,NULL,NULL
0,1,1,129_2,NULL,NULL,NULL,NULL,NULL
2,1,1,130_1,NULL,NULL,NULL,NULL,NULL
1,3,3,1_2,NULL,NULL,NULL,NULL,NULL
1,3,3,2_2,NULL,NULL,NULL,NULL,NULL
1,3,3,4_1,NULL,NULL,NULL,NULL,NULL
1,3,3,4_2,NULL,NULL,NULL,NULL,NULL
1,3,3,5_1,NULL,NULL,NULL,NULL,NULL
1,3,3,6_2,NULL,NULL,NULL,NULL,NULL
1,3,3,5_2,NULL,NULL,NULL,NULL,NULL
1,3,3,3_2,NULL,NULL,NULL,NULL,NULL
1,3,3,12_2,NULL,NULL,NULL,NULL,NULL
1,3,3,6_1,NULL,NULL,NULL,NULL,NULL
1,3,3,11_2,NULL,NULL,NULL,NULL,NULL
1,3,3,14_2,NULL,NULL,NULL,NULL,NULL
1,3,3,3_1,NULL,NULL,NULL,NULL,NULL
1,3,3,13_2,NULL,NULL,NULL,NULL,NULL
