tile_1_building,tile_1_floor,tile_1_site,tile_1_tile,tile_2_building,tile_2_floor,tile_2_site,tile_2_tile,walkable,cost
laboratory,0,NULL,8_5,laboratory,0,NULL,8_4,1,NULL
laboratory,0,NULL,8_5,laboratory,0,NULL,8_6,1,NULL
laboratory,0,NULL,8_5,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,8_5,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,8_5,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,7_5,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,7_6,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,7_7,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,8_5,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,8_7,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,8_6,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,7_6,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,7_7,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,7_8,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,8_6,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,8_8,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,8_7,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,7_7,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,7_8,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,7_9,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,8_7,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,8_9,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,8_8,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,7_8,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,7_9,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,7_10,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,8_8,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,8_10,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,8_9,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,7_9,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,7_10,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,7_11,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,8_9,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,8_11,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,8_10,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,7_10,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,7_11,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,7_12,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,8_10,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,8_12,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,8_11,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,7_11,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,7_12,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,7_13,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,8_11,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,8_13,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,8_12,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,7_12,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,7_13,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,7_14,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,8_12,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,8_14,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,8_13,laboratory,0,NULL,9_14,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,7_13,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,7_14,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,7_15,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,8_13,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,8_15,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,9_14,1,NULL
laboratory,0,NULL,8_14,laboratory,0,NULL,9_15,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,7_14,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,7_15,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,7_16,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,8_14,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,8_16,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,9_14,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,9_15,1,NULL
laboratory,0,NULL,8_15,laboratory,0,NULL,9_16,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,7_15,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,7_16,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,7_17,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,8_15,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,8_17,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,9_15,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,9_16,1,NULL
laboratory,0,NULL,8_16,laboratory,0,NULL,9_17,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,7_16,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,7_17,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,7_18,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,8_16,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,8_18,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,9_16,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,9_17,1,NULL
laboratory,0,NULL,8_17,laboratory,0,NULL,9_18,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,7_17,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,7_18,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,7_19,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,8_17,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,8_19,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,9_17,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,9_18,1,NULL
laboratory,0,NULL,8_18,laboratory,0,NULL,9_19,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,7_18,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,7_19,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,7_20,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,8_18,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,8_20,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,9_18,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,9_19,1,NULL
laboratory,0,NULL,8_19,laboratory,0,NULL,9_20,1,NULL
laboratory,0,NULL,8_20,laboratory,0,NULL,7_19,1,NULL
laboratory,0,NULL,8_20,laboratory,0,NULL,7_20,1,NULL
laboratory,0,NULL,8_20,laboratory,0,NULL,8_19,1,NULL
laboratory,0,NULL,8_20,laboratory,0,NULL,9_19,1,NULL
laboratory,0,NULL,8_20,laboratory,0,NULL,9_20,1,NULL
laboratory,0,NULL,9_0,laboratory,0,NULL,8_0,1,NULL
laboratory,0,NULL,9_0,laboratory,0,NULL,8_1,1,NULL
laboratory,0,NULL,9_0,laboratory,0,NULL,9_1,1,NULL
laboratory,0,NULL,9_0,laboratory,0,NULL,10_0,1,NULL
laboratory,0,NULL,9_0,laboratory,0,NULL,10_1,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,8_0,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,8_1,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,8_2,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,9_0,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,9_2,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,10_0,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,10_1,1,NULL
laboratory,0,NULL,9_1,laboratory,0,NULL,10_2,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,8_1,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,8_2,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,8_3,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,9_1,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,9_3,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,10_1,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,10_2,1,NULL
laboratory,0,NULL,9_2,laboratory,0,NULL,10_3,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,8_2,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,8_3,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,8_4,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,9_2,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,10_2,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,10_3,1,NULL
laboratory,0,NULL,9_3,laboratory,0,NULL,10_4,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,8_3,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,8_4,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,8_5,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,9_3,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,10_3,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,10_4,1,NULL
laboratory,0,NULL,9_4,laboratory,0,NULL,10_5,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,8_4,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,8_5,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,8_6,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,10_4,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,10_5,1,NULL
laboratory,0,NULL,9_5,laboratory,0,NULL,10_6,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,8_5,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,8_6,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,8_7,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,10_5,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,10_6,1,NULL
laboratory,0,NULL,9_6,laboratory,0,NULL,10_7,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,8_6,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,8_7,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,8_8,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,10_6,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,10_7,1,NULL
laboratory,0,NULL,9_7,laboratory,0,NULL,10_8,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,8_7,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,8_8,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,8_9,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,10_7,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,10_8,1,NULL
laboratory,0,NULL,9_8,laboratory,0,NULL,10_9,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,8_8,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,8_9,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,8_10,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,10_8,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,10_9,1,NULL
laboratory,0,NULL,9_9,laboratory,0,NULL,10_10,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,8_9,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,8_10,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,8_11,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,10_9,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,10_10,1,NULL
laboratory,0,NULL,9_10,laboratory,0,NULL,10_11,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,8_10,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,8_11,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,8_12,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,10_10,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,10_11,1,NULL
laboratory,0,NULL,9_11,laboratory,0,NULL,10_12,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,8_11,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,8_12,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,8_13,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,10_11,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,10_12,1,NULL
laboratory,0,NULL,9_12,laboratory,0,NULL,10_13,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,8_12,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,8_13,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,8_14,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,9_14,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,10_12,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,10_13,1,NULL
laboratory,0,NULL,9_13,laboratory,0,NULL,10_14,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,8_13,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,8_14,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,8_15,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,9_15,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,10_13,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,10_14,1,NULL
laboratory,0,NULL,9_14,laboratory,0,NULL,10_15,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,8_14,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,8_15,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,8_16,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,9_14,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,9_16,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,10_14,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,10_15,1,NULL
laboratory,0,NULL,9_15,laboratory,0,NULL,10_16,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,8_15,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,8_16,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,8_17,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,9_15,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,9_17,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,10_15,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,10_16,1,NULL
laboratory,0,NULL,9_16,laboratory,0,NULL,10_17,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,8_16,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,8_17,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,8_18,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,9_16,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,9_18,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,10_16,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,10_17,1,NULL
laboratory,0,NULL,9_17,laboratory,0,NULL,10_18,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,8_17,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,8_18,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,8_19,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,9_17,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,9_19,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,10_17,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,10_18,1,NULL
laboratory,0,NULL,9_18,laboratory,0,NULL,10_19,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,8_18,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,8_19,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,8_20,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,9_18,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,9_20,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,10_18,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,10_19,1,NULL
laboratory,0,NULL,9_19,laboratory,0,NULL,10_20,1,NULL
laboratory,0,NULL,9_20,laboratory,0,NULL,8_19,1,NULL
laboratory,0,NULL,9_20,laboratory,0,NULL,8_20,1,NULL
laboratory,0,NULL,9_20,laboratory,0,NULL,9_19,1,NULL
laboratory,0,NULL,9_20,laboratory,0,NULL,10_19,1,NULL
laboratory,0,NULL,9_20,laboratory,0,NULL,10_20,1,NULL
laboratory,0,NULL,10_0,laboratory,0,NULL,9_0,1,NULL
laboratory,0,NULL,10_0,laboratory,0,NULL,9_1,1,NULL
laboratory,0,NULL,10_0,laboratory,0,NULL,10_1,1,NULL
laboratory,0,NULL,10_0,laboratory,0,NULL,11_0,1,NULL
laboratory,0,NULL,10_0,laboratory,0,NULL,11_1,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,9_0,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,9_1,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,9_2,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,10_0,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,10_2,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,11_0,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,11_1,1,NULL
laboratory,0,NULL,10_1,laboratory,0,NULL,11_2,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,9_1,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,9_2,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,9_3,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,10_1,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,10_3,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,11_1,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,11_2,1,NULL
laboratory,0,NULL,10_2,laboratory,0,NULL,11_3,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,9_2,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,9_3,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,10_2,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,10_4,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,11_2,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,11_3,1,NULL
laboratory,0,NULL,10_3,laboratory,0,NULL,11_4,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,9_3,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,10_3,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,10_5,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,11_3,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,11_4,1,NULL
laboratory,0,NULL,10_4,laboratory,0,NULL,11_5,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,9_4,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,10_4,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,10_6,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,11_4,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,11_5,1,NULL
laboratory,0,NULL,10_5,laboratory,0,NULL,11_6,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,9_5,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,10_5,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,10_7,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,11_5,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,11_6,1,NULL
laboratory,0,NULL,10_6,laboratory,0,NULL,11_7,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,9_6,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,10_6,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,10_8,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,11_6,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,11_7,1,NULL
laboratory,0,NULL,10_7,laboratory,0,NULL,11_8,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,9_7,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,10_7,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,10_9,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,11_7,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,11_8,1,NULL
laboratory,0,NULL,10_8,laboratory,0,NULL,11_9,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,9_8,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,10_8,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,10_10,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,11_8,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,11_9,1,NULL
laboratory,0,NULL,10_9,laboratory,0,NULL,11_10,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,9_9,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,10_9,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,10_11,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,11_9,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,11_10,1,NULL
laboratory,0,NULL,10_10,laboratory,0,NULL,11_11,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,9_10,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,10_10,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,10_12,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,11_10,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,11_11,1,NULL
laboratory,0,NULL,10_11,laboratory,0,NULL,11_12,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,9_11,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,9_13,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,10_11,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,10_13,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,11_11,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,11_12,1,NULL
laboratory,0,NULL,10_12,laboratory,0,NULL,11_13,1,NULL
laboratory,0,NULL,10_13,laboratory,0,NULL,9_12,1,NULL
laboratory,0,NULL,10_13,laboratory,0,NULL,9_13,1,NULL
